Maximum CPU Burst: 1200
5713       39614                 101     3
5714       39627                 584     2
5715       39628                1052     4
5716       39646                  85     3
5717       39656                 556     9
5718       39675                  92     8
5719       39679                 584     8
5720       39689                 953     7
5721       39693                 431     7
5722       39695                 766     7
5723       39696                 960     5
5724       39711                 132     6
5725       39720                 935     6
5726       39724                1050     4
5727       39728                 962     2
5728       39750                 258     6
5729       39750                 179     4
5730       39750                 723     3
5731       39765                 348     3
5732       39774                  28     2
5733       39804                 850     2
5734       39828                1086     7
5735       39834                 152     6
5736       39836                  16     3
5737       39847                 774     8
5738       39852                 566     2
5739       39858                 699     2
5740       39863                 359     1
5741       39863                 725     9
5742       39864                 401     3
5743       39868                  88     1
5744       39883                1007     1
5745       39886                 255     1
5746       39890                 747     5
5747       39894                 834     2
5748       39901                 108     7
5749       39901                 922     2
5750       39932                 975     3
5751       39938                 524     3
5752       39946                 818     8
5753       39949                 201     5
5754       39962                 709     9
5755       39966                  51     8
5756       39976                 522     7
5757       39981                 642     7
5758       39991                1083     7
5759       39992                  10     1
5760       39996                  31     1
5761       40009                 355     6
5762       40020                 332     5
5763       40024                 862     9
5764       40027                1074     1
5765       40038                 260     9
5766       40040                  19     6
5767       40052                 305     3
5768       40052                 412     2
5769       40058                1058     7
5770       40062                  49     5
5771       40077                1081     6
5772       40085                 364     9
5773       40090                 460     6
5774       40094                 318     3
5775       40113                1016     1
5776       40119                 781     7
5777       40135                 121     1
5778       40147                  77     6
5779       40149                 547     5
5780       40166                 214     5
5781       40176                 637     8
5782       40176                 728     3
5783       40178                1056     6
5784       40193                 183     2
5785       40204                1193     8
5786       40215                1043     4
5787       40216                 459     6
5788       40229                  77     1
5789       40235                 548     1
5790       40238                 508     8
5791       40242                 407     3
5792       40256                 369     7
5793       40259                 113     2
5794       40263                 582     1
5795       40271                1159     7
5796       40285                  85     5
5797       40317                1053     9
5798       40325                  62     7
5799       40330                 835     4
5800       40340                 141     9
5801       40340                 193     7
5802       40346                 361     5
5803       40346                  10     7
5804       40352                1106     4
5805       40353                 873     9
5806       40371                1111     2
5807       40384                  10     1
5808       40388                 766     5
5809       40389                 927     8
5810       40395                1075     6
5811       40401                 749     9
5812       40413                1145     6
5813       40419                 392     7
5814       40424                 118     8
5815       40427                1182     6
5816       40428                 241     2
5817       40438                 334     3
5818       40446                 311     4
5819       40453                 458     6
5820       40466                 157     7
5821       40486                 420     3
5822       40489                 474     8
5823       40491                 511     9
5824       40495                 103     8
5825       40496                 220     4
5826       40500                 342     5
5827       40501                 620     2
5828       40504                1068     5
5829       40511                 608     6
5830       40513                1177     9
5831       40530                 219     5
5832       40531                 542     7
5833       40536                 844     3
5834       40549                1116     8
5835       40556                 941     1
5836       40584                  20     7
5837       40591                 281     6
5838       40599                1070     8
5839       40604                1194     4
5840       40605                1005     3
5841       40608                 205     5
5842       40611                 938     4
5843       40616                 892     4
5844       40616                 912     3
5845       40619                1179     6
5846       40626                 799     2
5847       40648                 462     3
5848       40651                1129     8
5849       40654                 776     2
5850       40672                 634     9
5851       40673                 690     1
5852       40680                 544     5
5853       40688                 867     6
5854       40688                 632     8
5855       40696                 877     6
5856       40698                1082     4
5857       40702                 839     3
5858       40703                 889     9
5859       40711                 294     8
5860       40718                 823     5
5861       40719                1022     1
5862       40722                 454     2
5863       40732                 389     5
5864       40733                 326     6
5865       40734                 588     4
5866       40736                 975     4
5867       40738                 657     3
5868       40739                 846     1
5869       40742                  78     9
5870       40761                1143     3
5871       40767                 412     8
5872       40768                 640     5
5873       40774                1075     7
5874       40783                 507     8
5875       40788                1092     1
5876       40789                 466     7
5877       40794                1123     3
5878       40794                 249     8
5879       40795                 756     9
5880       40798                 817     7
5881       40799                 387     7
5882       40804                1115     7
5883       40823                 667     6
5884       40825                1008     3
5885       40826                 585     2
5886       40830                 251     2
5887       40843                  47     5
5888       40849                 889     5
5889       40853                 418     6
5890       40853                 775     7
5891       40853                 623     3
5892       40854                1006     1
5893       40862                1018     9
5894       40871                 680     8
5895       40872                 212     8
5896       40880                 212     5
5897       40895                 789     3
5898       40911                1001     9
5899       40934                 291     4
5900       40947                 415     9
5901       40949                 565     7
5902       40963                 805     5
5903       40969                 953     6
5904       40973                 379     3
5905       40986                 729     1
5906       40988                 735     8
5907       40991                  94     3
5908       40996                 713     6
5909       41003                 616     9
5910       41007                1020     9
5911       41014                 361     3
5912       41016                 835     8
5913       41017                 574     4
5914       41018                 872     3
5915       41032                1185     6
5916       41035                 681     5
5917       41057                 255     4
5918       41059                 388     3
5919       41068                1007     6
5920       41068                 166     6
5921       41069                 263     1
5922       41070                1190     3
5923       41071                 301     9
5924       41084                 108     8
5925       41087                 102     7
5926       41096                 981     1
5927       41098                 198     9
5928       41104                 980     4
5929       41113                  14     3
5930       41117                 775     5
5931       41135                 231     9
5932       41136                 623     4
5933       41137                 459     5
5934       41143                  62     1
5935       41163                 177     8
5936       41168                 284     3
5937       41188                 364     4
5938       41193                 771     5
5939       41197                 615     7
5940       41202                1089     5
5941       41202                 439     5
5942       41205                 764     1
5943       41215                 476     8
5944       41216                   7     4
5945       41218                1097     3
5946       41220                 323     7
5947       41240                 120     4
5948       41240                 545     3
5949       41242                 341     4
5950       41251                 822     7
5951       41257                1087     3
5952       41260                 233     1
5953       41267                 870     1
5954       41283                 787     3
5955       41284                 748     5
5956       41285                 198     9
5957       41293                 520     3
5958       41318                 170     8
5959       41347                1087     1
5960       41364                 742     6
5961       41371                1185     9
5962       41382                 427     6
5963       41388                 855     2
5964       41395                 540     3
5965       41397                 677     5
5966       41399                  69     5
5967       41401                 292     2
5968       41411                 655     2
5969       41415                1146     2
5970       41423                1088     8
5971       41437                1160     3
5972       41450                 574     6
5973       41458                 449     2
5974       41459                  88     5
5975       41464                 535     4
5976       41469                1160     3
5977       41473                 400     9
5978       41475                 525     5
5979       41480                1004     5
5980       41484                 386     2
5981       41496                 954     3
5982       41502                 199     6
5983       41517                1161     4
5984       41527                 588     8
5985       41552                 586     8
5986       41554                1059     5
5987       41567                1168     2
5988       41580                 188     2
5989       41581                 881     9
5990       41585                 522     8
5991       41587                 775     4
5992       41596                 644     1
5993       41597                1068     5
5994       41609                 841     8
5995       41637                 690     1
5996       41639                 605     2
5997       41664                 950     9
5998       41667                 799     6
5999       41682                1195     4
6000       41685                 513     8
6001       41703                1148     1
6002       41703                 701     5
6003       41707                 278     3
6004       41718                 996     5
6005       41727                 137     1
6006       41745                 461     6
6007       41751                 388     3
6008       41761                 519     7
6009       41764                 303     4
6010       41770                 462     2
6011       41772                 145     7
6012       41776                1171     6
6013       41782                 687     6
6014       41805                 259     4
6015       41823                 484     4
6016       41824                1118     2
6017       41845                 638     9
6018       41858                1142     8
6019       41863                 213     1
6020       41871                 144     7
6021       41874                1181     3
6022       41875                 989     8
6023       41898                 212     8
6024       41910                 456     4
6025       41921                 316     3
6026       41922                  50     9
6027       41936                 830     5
6028       41937                 430     3
6029       41970                1145     6
6030       41974                1109     4
6031       41976                1161     5
6032       41983                 957     4
6033       41988                 828     6
6034       41991                  18     6
6035       41996                 545     4
6036       42006                1032     3
6037       42016                 319     2
6038       42035                  44     7
6039       42038                1148     7
6040       42048                 629     9
6041       42050                 277     8
6042       42068                 111     1
6043       42069                 804     1
6044       42071                 890     9
6045       42071                 214     9
6046       42089                 512     1
6047       42105                1194     1
6048       42105                 585     3
6049       42106                 404     1
6050       42114                 420     4
6051       42115                 670     1
6052       42117                1078     7
6053       42124                 200     3
6054       42128                1111     4
6055       42134                 932     4
6056       42139                 842     8
6057       42144                 300     8
6058       42146                 705     3
6059       42147                 516     5
6060       42152                 844     9
6061       42153                 640     5
6062       42165                 473     1
6063       42184                 573     4
6064       42185                  39     5
6065       42187                 424     4
6066       42203                1107     4
6067       42203                 292     8
6068       42213                  11     3
6069       42234                1030     9
6070       42248                 847     3
6071       42255                 988     1
6072       42261                 495     2
6073       42267                 958     6
6074       42275                1188     5
6075       42276                 703     2
6076       42298                 930     5
6077       42300                 481     6
6078       42305                 388     1
6079       42306                 564     1
6080       42310                 465     2
6081       42321                 816     4
6082       42334                 823     3
6083       42339                 370     2
6084       42343                 395     1
6085       42352                  93     8
6086       42358                 736     2
6087       42368                 540     9
6088       42392                 169     2
6089       42393                 103     7
6090       42400                 677     9
6091       42404                 146     7
6092       42405                 100     3
6093       42405                 519     9
6094       42406                 427     4
6095       42408                 873     5
6096       42428                 681     3
6097       42447                 278     6
6098       42457                 771     3
6099       42465                 300     7
6100       42479                 972     1
6101       42480                 197     1
6102       42482                 902     1
6103       42487                1005     6
6104       42489                1161     4
6105       42496                  39     5
6106       42507                 490     4
6107       42511                 896     6
6108       42516                 748     9
6109       42525                 611     2
6110       42526                 237     2
6111       42530                 747     2
6112       42536                1082     1
6113       42544                 745     3
6114       42555                 340     9
6115       42559                 761     2
6116       42566                 618     1
6117       42566                  32     9
6118       42588                1033     9
6119       42596                 781     8
6120       42607                 213     9
6121       42614                 604     6
6122       42620                  55     4
6123       42635                 782     5
6124       42646                 700     4
6125       42662                1123     1
6126       42663                 813     7
6127       42667                 552     5
6128       42678                1005     7
6129       42679                 582     7
6130       42680                1147     1
6131       42680                 998     4
6132       42692                 490     4
6133       42696                1123     6
6134       42712                 606     2
6135       42733                 553     9
6136       42739                1076     7
6137       42745                 357     5
6138       42746                 172     1
6139       42769                 147     7
6140       42772                 727     8
6141       42780                 834     5
6142       42781                 662     3
6143       42785                1098     2
6144       42791                 512     5
6145       42792                 486     6
6146       42793                  93     2
6147       42800                 254     9
6148       42800                 380     6
6149       42802                1130     7
6150       42821                 387     5
6151       42822                 731     6
6152       42824                 360     7
6153       42826                1069     6
6154       42828                 325     5
6155       42836                 317     2
6156       42842                 695     9
6157       42850                1000     6
6158       42870                 527     5
6159       42871                1135     9
6160       42874                 249     2
6161       42898                 472     4
6162       42907                 774     7
6163       42913                 542     1
6164       42914                  42     8
6165       42916                 215     6
6166       42918                 941     8
6167       42920                 133     2
6168       42922                 498     5
6169       42925                 510     5
6170       42933                 960     9
6171       42971                  24     9
6172       42972                 547     4
6173       42982                 770     2
6174       43014                 245     2
6175       43018                 446     8
6176       43018                 542     4
6177       43020                 449     1
6178       43052                1140     6
6179       43065                 412     4
6180       43067                 704     5
6181       43077                 803     3
6182       43089                 603     4
6183       43092                 924     2
6184       43101                 450     7
6185       43105                 775     7
6186       43125                1081     8
6187       43128                 903     5
6188       43148                 476     7
6189       43152                1172     8
6190       43156                 852     2
6191       43159                 567     8
6192       43191                 256     5
6193       43196                 709     1
6194       43200                1152     6
6195       43216                 317     7
6196       43217                 174     8
6197       43248                 143     8
6198       43257                 899     5
6199       43271                1154     3
6200       43280                 774     7
6201       43282                 236     6
6202       43287                1138     9
6203       43288                 353     7
6204       43291                 750     6
6205       43310                 281     3
6206       43320                 869     7
6207       43325                 529     7
6208       43327                 575     4
6209       43330                1087     7
6210       43356                 727     9
6211       43359                 377     1
6212       43370                 946     7
6213       43384                 600     4
6214       43386                 506     6
6215       43397                 792     1
6216       43412                 221     2
6217       43412                 513     7
6218       43415                 529     2
6219       43431                 815     8
6220       43433                1104     7
6221       43454                 466     3
6222       43468                 808     7
6223       43469                 151     7
6224       43474                 852     5
6225       43475                 820     5
6226       43477                  69     6
6227       43478                1119     7
6228       43481                 909     9
6229       43490                 521     6
6230       43491                 280     8
6231       43506                 918     4
6232       43507                1075     9
6233       43507                1085     9
6234       43508                 265     3
6235       43525                 141     6
6236       43535                 349     8
6237       43539                 594     5
6238       43547                 575     8
6239       43554                 245     3
6240       43560                 220     2
6241       43562                  93     4
6242       43575                 757     5
6243       43591                 695     5
6244       43610                 220     7
6245       43612                1124     5
6246       43617                 508     4
6247       43619                 120     8
6248       43621                 781     5
6249       43628                 355     5
6250       43636                 232     9
6251       43637                 829     5
6252       43654                 861     1
6253       43669                 994     2
6254       43675                 976     2
6255       43680                  19     7
6256       43682                1012     2
6257       43718                1092     3
6258       43735                 577     9
6259       43737                 339     4
6260       43738                 816     1
6261       43738                 187     3
6262       43750                1002     6
6263       43756                  44     1
6264       43756                 116     5
6265       43757                 842     2
6266       43757                 378     4
6267       43760                 272     9
6268       43764                1183     5
6269       43803                 827     1
6270       43806                 556     8
6271       43807                  91     6
6272       43807                  27     8
6273       43808                 235     9
6274       43829                1143     4
6275       43834                 696     6
6276       43840                 635     6
6277       43843                 982     5
6278       43850                 360     7
6279       43852                 361     7
6280       43855                 894     8
6281       43859                1005     3
6282       43866                1192     7
6283       43883                 993     1
6284       43884                 482     5
6285       43885                1039     5
6286       43888                  32     9
6287       43901                 953     6
6288       43903                 357     1
6289       43908                 617     1
6290       43950                 240     6
6291       43953                1138     2
6292       43958                 283     3
6293       43964                 398     1
6294       43981                1034     6
6295       44009                  97     8
6296       44009                 772     7
6297       44009                 514     7
6298       44019                 247     8
6299       44021                 279     1
6300       44026                 614     3
6301       44026                 737     4
6302       44031                 309     5
6303       44031                 887     2
6304       44048                 669     7
6305       44055                 298     2
6306       44059                 753     9
6307       44061                 529     3
6308       44073                 316     7
6309       44075                 210     4
6310       44085                  14     1
6311       44086                  88     4
6312       44097                 526     8
6313       44110                1188     4
6314       44110                 439     7
6315       44114                  21     9
6316       44116                1076     9
6317       44126                1195     4
6318       44128                 778     1
6319       44136                 269     1
6320       44138                 633     3
6321       44139                 604     6
6322       44142                 600     8
6323       44155                1065     3
6324       44159                 761     1
6325       44169                 107     6
6326       44192                 801     4
6327       44193                 128     7
6328       44193                 937     9
6329       44209                 912     8
6330       44219                 713     7
6331       44231                 322     5
6332       44238                 730     3
6333       44239                 782     8
6334       44243                 882     4
6335       44248                 281     8
6336       44254                1191     3
6337       44258                1098     9
6338       44262                 575     9
6339       44267                 230     9
6340       44295                1029     8
6341       44296                 570     2
6342       44303                 706     9
6343       44311                1123     3
6344       44319                1194     1
6345       44323                 186     6
6346       44324                 632     1
6347       44327                 470     9
6348       44336                 260     6
6349       44341                 337     6
6350       44342                 725     2
6351       44346                 827     2
6352       44351                 511     4
6353       44358                 285     4
6354       44360                 571     7
6355       44363                 672     7
6356       44370                 798     7
6357       44374                 126     7
6358       44375                 843     7
6359       44392                1110     4
6360       44398                  34     8
6361       44404                 787     5
6362       44406                 323     2
6363       44411                 228     4
6364       44415                1154     2
6365       44421                 316     6
6366       44421                 897     7
6367       44422                 123     1
6368       44428                 945     5
6369       44434                 958     2
6370       44444                 794     8
6371       44446                 220     3
6372       44451                1181     9
6373       44452                 774     3
6374       44466                1121     4
6375       44471                 587     1
6376       44475                 752     1
6377       44501                 875     1
6378       44508                 721     7
6379       44510                 257     7
6380       44513                  55     6
6381       44517                 527     3
6382       44518                1120     8
6383       44520                 986     3
6384       44523                 624     8
6385       44533                 470     7
6386       44539                 122     5
6387       44548                 719     7
6388       44550                1052     3
6389       44572                 757     6
6390       44583                1095     2
6391       44584                1125     4
6392       44618                 910     9
6393       44622                1138     4
6394       44623                1005     2
6395       44627                 771     3
6396       44641                1031     5
6397       44648                 415     1
6398       44677                 444     8
6399       44686                 904     3
6400       44687                 419     2
6401       44698                1056     5
6402       44702                 697     9
6403       44710                 606     8
6404       44732                1031     3
6405       44733                 867     2
6406       44749                 264     6
6407       44770                1009     3
6408       44772                 967     8
6409       44780                 726     4
6410       44786                 808     7
6411       44790                 784     2
6412       44792                 381     8
6413       44802                 997     5
6414       44804                 482     2
6415       44815                 347     6
6416       44821                1108     5
6417       44837                 907     8
6418       44841                 960     8
6419       44842                1096     1
6420       44848                 898     8
6421       44855                 297     5
6422       44858                 465     2
6423       44865                 682     2
6424       44869                  28     2
6425       44884                1150     6
6426       44896                 973     8
6427       44906                 671     2
6428       44917                 171     3
6429       44921                 981     7
6430       44953                 916     6
6431       44955                 901     4
6432       44956                 376     6
6433       44956                 692     3
6434       44958                 208     1
6435       44958                 951     8
6436       44958                 532     6
6437       44979                 558     1
6438       44993                1167     8
6439       44996                 366     7
6440       44997                 328     5
6441       44999                 870     1
6442       44999                1083     3
6443       45002                 610     8
6444       45023                 737     4
6445       45024                1075     2
6446       45042                 990     5
6447       45051                 491     5
6448       45052                 174     4
6449       45068                 957     4
6450       45085                 763     1
6451       45085                 115     9
6452       45086                 329     7
6453       45096                1108     6
6454       45108                 442     4
6455       45112                 635     1
6456       45119                 604     8
6457       45122                 284     5
6458       45124                 938     4
6459       45125                 460     9
6460       45131                 772     1
6461       45131                1189     5
6462       45134                 652     5
6463       45135                 323     4
6464       45137                 966     1
6465       45142                 586     5
6466       45143                 350     1
6467       45145                 923     2
6468       45146                 853     7
6469       45164                 555     8
6470       45167                1120     4
6471       45171                 460     7
6472       45180                 446     8
6473       45183                 279     7
6474       45189                 265     8
6475       45202                1058     7
6476       45209                1180     8
6477       45210                 269     1
6478       45213                 398     9
6479       45215                 520     8
6480       45217                 401     5
6481       45229                1194     4
6482       45229                 535     6
6483       45232                 723     2
6484       45233                 595     9
6485       45255                 610     8
6486       45258                  78     2
6487       45269                 551     2
6488       45277                 274     7
6489       45292                 878     3
6490       45295                 897     6
6491       45344                 701     1
6492       45350                1084     7
6493       45360                 787     3
6494       45361                 162     4
6495       45368                1008     5
6496       45385                 196     5
6497       45387                 508     7
6498       45388                 183     4
6499       45390                 369     5
6500       45391                 805     9
6501       45398                 449     7
6502       45406                 109     3
6503       45409                1094     6
6504       45424                1064     7
6505       45432                  67     7
6506       45434                 526     7
6507       45434                 140     4
6508       45436                 606     4
6509       45438                 249     5
6510       45442                 407     5
6511       45453                 174     9
6512       45460                  83     9
6513       45472                  95     9
6514       45483                 701     2
6515       45495                 677     6
6516       45510                 677     9
6517       45521                 130     4
6518       45523                 108     5
6519       45528                 596     8
6520       45535                 439     4
6521       45549                1124     8
6522       45551                 166     3
6523       45551                1002     5
6524       45563                1001     8
6525       45569                 972     1
6526       45570                 175     7
6527       45583                 753     1
6528       45588                  45     8
6529       45589                 505     2
6530       45590                1075     6
6531       45597                1017     3
6532       45603                 698     9
6533       45607                 241     2
6534       45614                 322     4
6535       45624                 538     1
6536       45626                  82     5
6537       45641                  38     4
6538       45642                  91     6
6539       45644                 982     4
6540       45659                 975     4
6541       45677                 844     8
6542       45698                 441     9
6543       45705                 812     9
6544       45720                 483     3
6545       45733                 826     8
6546       45747                1185     5
6547       45761                 218     7
6548       45762                1033     8
6549       45763                 506     8
6550       45767                1183     5
6551       45768                 234     9
6552       45773                 586     4
6553       45777                 409     4
6554       45781                  65     6
6555       45795                 109     4
6556       45803                 626     2
6557       45808                 581     4
6558       45809                 787     2
6559       45849                 951     1
6560       45850                 565     1
6561       45862                 392     2
6562       45868                 540     3
6563       45871                 544     8
6564       45871                 805     9
6565       45878                 963     1
6566       45879                 899     8
6567       45889                 143     2
6568       45893                 562     1
6569       45908                 853     1
6570       45951                 453     2
6571       45958                 584     8
6572       45959                 739     9
6573       45972                1174     4
6574       45992                 688     6
6575       45993                 609     8
6576       45997                1039     6
6577       46012                 907     6
6578       46018                 511     8
6579       46025                  73     7
6580       46026                 990     4
6581       46027                 736     2
6582       46028                 163     8
6583       46040                 134     5
6584       46057                 701     7
6585       46061                 466     8
6586       46072                 821     7
6587       46076                 755     3
6588       46087                 401     8
6589       46091                 402     8
6590       46096                 803     5
6591       46104                 814     8
6592       46106                 585     6
6593       46115                 992     2
6594       46124                 338     8
6595       46124                  95     7
6596       46131                 304     1
6597       46132                  26     7
6598       46138                 548     4
6599       46150                 287     8
6600       46150                 772     7
6601       46162                  51     8
6602       46165                 380     4
6603       46172                1188     2
6604       46195                 308     2
6605       46196                1143     6
6606       46202                 890     5
6607       46210                 172     6
6608       46215                1037     3
6609       46222                 191     1
6610       46230                 692     1
6611       46232                 518     5
6612       46234                1197     8
6613       46234                 795     6
6614       46253                 766     7
6615       46255                 863     5
6616       46259                 357     6
6617       46264                  19     3
6618       46266                 431     1
6619       46274                 946     5
6620       46276                 772     7
6621       46312                 732     3
6622       46312                  82     4
6623       46316                 545     9
6624       46328                 807     6
6625       46330                  27     5
6626       46341                 837     4
6627       46350                 803     1
6628       46365                 286     9
6629       46367                 457     8
6630       46371                 552     2
6631       46382                 685     9
6632       46384                 511     7
6633       46387                 393     9
6634       46391                 390     3
6635       46397                  92     8
6636       46411                 504     8
6637       46412                 192     2
6638       46422                 312     1
6639       46431                1092     5
6640       46450                1188     6
6641       46451                 676     3
6642       46451                1169     5
6643       46455                1149     8
6644       46484                1107     5
6645       46527                 597     8
6646       46536                1044     7
6647       46550                 944     4
6648       46554                 755     2
6649       46561                 649     3
6650       46573                  42     3
6651       46582                 170     5
6652       46592                 541     5
6653       46592                 934     5
6654       46602                 623     8
6655       46602                1079     7
6656       46636                 245     9
6657       46640                 338     3
6658       46652                  53     7
6659       46660                1072     2
6660       46667                 645     4
6661       46669                 722     5
6662       46669                 857     7
6663       46671                 502     7
6664       46672                 968     3
6665       46680                 122     5
6666       46681                 882     5
6667       46693                  48     5
6668       46695                 275     3
6669       46698                  37     1
6670       46709                  75     3
6671       46748                 625     7
6672       46750                 577     8
6673       46751                 421     9
6674       46752                 734     7
6675       46756                 593     4
6676       46769                 548     6
6677       46782                 954     7
6678       46788                 155     4
6679       46805                1045     9
6680       46807                1007     6
6681       46809                1052     8
6682       46810                 352     9
6683       46822                1122     2
6684       46824                 589     3
6685       46836                 655     8
6686       46839                 879     1
6687       46841                 761     6
6688       46850                1067     2
6689       46867                 972     2
6690       46869                1051     3
6691       46870                 743     2
6692       46875                 420     6
6693       46880                 173     8
6694       46888                 474     3
6695       46891                 335     9
6696       46894                 359     5
6697       46897                 141     8
6698       46902                  38     7
6699       46909                 143     4
6700       46914                1084     5
6701       46923                1113     2
6702       46925                 691     6
6703       46928                 703     9
6704       46938                 957     8
6705       46939                 763     3
6706       46943                  94     3
6707       46953                 426     4
6708       46962                 350     7
6709       46978                 652     5
6710       47015                 498     8
6711       47016                 555     4
6712       47025                 950     4
6713       47032                 742     5
6714       47033                  89     3
6715       47041                 310     8
6716       47044                 260     3
6717       47070                 704     9
6718       47082                 988     7
6719       47087                 885     3
6720       47104                1165     4
6721       47106                 557     5
6722       47107                 603     9
6723       47113                 109     5
6724       47124                1080     6
6725       47126                 705     9
6726       47132                 479     6
6727       47134                1136     6
6728       47143                1112     6
6729       47146                 902     9
6730       47156                 771     5
6731       47158                  51     2
6732       47159                 887     6
6733       47162                 463     2
6734       47167                 461     5
6735       47176                 243     5
6736       47182                 106     6
6737       47212                 795     9
6738       47213                 882     6
6739       47214                 262     5
6740       47226                 305     3
6741       47235                 452     5
6742       47245                 331     4
6743       47261                 312     8
6744       47262                1146     8
6745       47263                 631     1
6746       47263                 916     9
6747       47266                 897     6
6748       47276                 730     2
6749       47279                 307     1
6750       47292                 112     9
6751       47293                 747     3
6752       47297                 173     1
6753       47307                1141     4
6754       47314                 538     8
6755       47330                 922     6
6756       47332                 141     5
6757       47335                1014     9
6758       47341                 775     6
6759       47348                  45     8
