Maximum CPU Burst: 12
4551        8972                   7     7
4552        8973                  10     4
4553        8975                  10     7
4554        8975                   7     2
4555        8983                   4     5
4556        8983                   7     7
4557        8984                   8     4
4558        8988                   9     2
4559        8990                   6     9
4560        8991                   7     8
4561        8992                   9     4
4562        8994                  10     9
4563        8994                   8     6
4564        8994                   7     5
4565        8996                   4     4
4566        8997                  10     1
4567        8998                   8     7
4568        8998                   8     1
4569        9000                   6     6
4570        9002                  10     2
4571        9003                  11     3
4572        9004                   7     1
4573        9004                   8     1
4574        9006                  11     3
4575        9009                   7     2
4576        9011                   6     3
4577        9011                   5     5
4578        9014                  10     3
4579        9017                   7     3
4580        9017                   5     2
4581        9017                   5     8
4582        9019                   7     4
4583        9022                  10     8
4584        9023                   8     7
4585        9023                   9     2
4586        9024                   8     8
4587        9025                   7     1
4588        9026                  10     7
4589        9030                  11     1
4590        9031                   7     9
4591        9031                   7     3
4592        9032                   9     8
4593        9033                  11     7
4594        9036                   7     6
4595        9037                   8     1
4596        9039                   8     7
4597        9039                   4     5
4598        9039                   9     8
4599        9046                   4     4
4600        9047                   5     7
4601        9049                   7     4
4602        9052                   9     1
4603        9053                   8     5
4604        9055                   5     3
4605        9056                   7     3
4606        9057                   7     5
4607        9058                   6     1
4608        9059                  11     9
4609        9059                   6     4
4610        9061                   7     5
4611        9067                   8     5
4612        9067                  10     2
4613        9075                  10     2
4614        9076                   5     5
4615        9076                  11     8
4616        9076                   4     3
4617        9076                  10     5
4618        9078                   7     2
4619        9078                   5     1
4620        9078                   6     2
4621        9078                   4     6
4622        9078                   4     7
4623        9082                   6     3
4624        9083                   4     4
4625        9083                   9     5
4626        9084                  11     3
4627        9085                   6     3
4628        9087                   5     2
4629        9090                   8     7
4630        9091                   8     6
4631        9092                   9     1
4632        9094                   7     7
4633        9097                   4     7
4634        9101                   7     4
4635        9102                   6     4
4636        9105                   6     2
4637        9106                   9     4
4638        9107                   4     8
4639        9108                   7     3
4640        9108                  10     4
4641        9109                   9     4
4642        9111                   8     9
4643        9113                   9     7
4644        9113                   5     5
4645        9114                   4     3
4646        9121                   9     8
4647        9123                   4     8
4648        9123                   9     3
4649        9127                   9     2
4650        9128                   9     5
4651        9129                   5     8
4652        9131                   8     7
4653        9131                   7     5
4654        9135                   7     5
4655        9135                  11     9
4656        9135                   9     2
4657        9136                   5     3
4658        9137                   7     9
4659        9139                   8     3
4660        9139                   7     9
4661        9139                  10     3
4662        9142                   9     7
4663        9142                   9     8
4664        9142                   7     1
4665        9143                  11     3
4666        9146                   4     2
4667        9146                  11     4
4668        9157                   6     5
4669        9157                   9     6
4670        9158                   7     3
4671        9162                   7     1
4672        9163                   9     6
4673        9163                   4     5
4674        9170                   7     9
4675        9172                   5     4
4676        9172                   4     4
4677        9174                   6     6
4678        9175                   4     5
4679        9176                   5     7
4680        9177                   8     4
4681        9177                   4     7
4682        9183                   9     9
4683        9185                   6     4
4684        9187                   6     1
4685        9188                  11     9
4686        9189                   9     5
4687        9189                  11     9
4688        9189                   7     8
4689        9195                   9     4
4690        9201                   9     5
4691        9201                   7     7
4692        9202                   5     1
4693        9210                  10     1
4694        9211                   8     2
4695        9212                   5     2
4696        9218                   6     2
4697        9219                   8     4
4698        9220                   8     1
4699        9220                   5     4
4700        9227                   4     7
4701        9227                   6     6
4702        9229                   8     3
4703        9231                   6     2
4704        9232                   6     9
4705        9232                   6     6
4706        9232                  11     2
4707        9233                  11     7
4708        9235                   9     1
4709        9235                   8     7
4710        9235                   9     1
4711        9236                  11     7
4712        9244                  10     9
4713        9247                   6     8
4714        9250                  11     7
4715        9250                   9     8
4716        9252                   6     4
4717        9255                  11     7
4718        9259                   4     6
4719        9262                   4     6
4720        9264                   6     8
4721        9265                  10     2
4722        9268                   5     8
4723        9269                  10     3
4724        9271                   9     3
4725        9273                   9     6
4726        9274                   7     7
4727        9277                   7     3
4728        9279                   5     8
4729        9281                   7     9
4730        9282                  11     6
4731        9285                   4     8
4732        9286                   5     1
4733        9287                   7     4
4734        9288                  11     8
4735        9289                   7     8
4736        9290                  10     6
4737        9292                  10     4
4738        9292                   4     3
4739        9292                   5     3
4740        9293                   8     1
4741        9293                   7     5
4742        9294                   5     9
4743        9295                   4     3
4744        9298                   4     5
4745        9299                   9     7
4746        9301                   7     3
4747        9301                   5     2
4748        9303                   9     8
4749        9305                   6     1
4750        9309                   4     9
4751        9310                   6     4
4752        9312                  11     9
4753        9315                  11     2
4754        9316                   8     6
4755        9317                   5     4
4756        9322                   5     1
4757        9324                  10     3
4758        9325                   9     3
4759        9327                  11     5
4760        9327                   7     2
4761        9328                   8     4
4762        9328                  11     3
4763        9331                  10     1
4764        9331                   7     6
4765        9332                   8     2
4766        9338                   6     1
4767        9339                   4     4
4768        9343                   9     6
4769        9345                   8     5
4770        9354                  10     5
4771        9359                  10     5
4772        9360                   9     4
4773        9361                   5     6
4774        9362                   9     6
4775        9364                  11     9
4776        9364                   5     2
4777        9364                   9     7
4778        9365                   8     1
4779        9365                   5     8
4780        9366                   6     9
4781        9366                   7     5
4782        9366                   5     7
4783        9372                   6     7
4784        9385                   6     7
4785        9385                   5     6
4786        9389                   7     3
4787        9389                   9     7
4788        9389                   8     2
4789        9389                   8     5
4790        9389                  11     3
4791        9395                   8     1
4792        9397                   4     6
4793        9398                  10     7
4794        9398                   6     1
4795        9399                   8     2
4796        9400                   7     4
4797        9401                  11     9
4798        9402                  11     9
4799        9402                   6     7
4800        9404                  11     8
4801        9405                  11     9
4802        9405                  10     9
4803        9407                   6     1
4804        9410                   9     7
4805        9418                  11     8
4806        9424                   8     6
4807        9425                   4     6
4808        9426                   7     4
4809        9431                  11     8
4810        9432                  11     2
4811        9434                   5     6
4812        9436                   6     4
4813        9442                   8     5
4814        9443                  10     6
4815        9443                   5     9
4816        9443                   4     2
4817        9444                   8     6
4818        9447                  11     4
4819        9456                  11     7
4820        9457                   4     8
4821        9459                  10     2
4822        9460                  10     4
4823        9461                  10     5
4824        9461                  11     5
4825        9463                   7     9
4826        9463                   4     1
4827        9463                  10     2
4828        9465                   9     6
4829        9467                   4     5
4830        9469                   9     6
4831        9482                   7     5
4832        9487                   8     6
4833        9487                  11     6
4834        9488                   4     1
4835        9493                   8     3
4836        9499                   9     6
4837        9506                   4     2
4838        9507                   6     8
4839        9513                   6     2
4840        9513                   6     5
4841        9514                   4     2
4842        9529                   6     3
4843        9530                   8     4
4844        9530                  11     3
4845        9530                  11     5
4846        9536                   5     2
4847        9540                   5     5
4848        9541                  11     1
4849        9543                   4     5
4850        9545                  11     9
4851        9545                   7     4
4852        9547                   5     3
4853        9548                   7     3
4854        9548                   7     4
4855        9550                   8     2
4856        9551                  10     8
4857        9553                  10     1
4858        9556                  11     8
4859        9559                   9     1
4860        9563                  11     8
4861        9563                   7     6
4862        9563                   9     8
4863        9563                   6     6
4864        9565                   9     6
4865        9569                   7     7
4866        9570                   9     6
4867        9571                   7     7
4868        9571                   8     8
4869        9572                   9     6
4870        9577                  11     1
4871        9586                  10     6
4872        9587                   4     5
4873        9590                   7     1
4874        9592                   6     3
4875        9592                  11     2
4876        9593                   9     9
4877        9598                  10     4
4878        9600                   6     6
4879        9602                   8     7
4880        9606                  11     3
4881        9606                  11     6
4882        9609                   9     7
4883        9611                   5     4
4884        9612                   4     4
4885        9613                   6     4
4886        9613                   7     1
4887        9618                   8     2
4888        9621                   5     7
4889        9625                   4     3
4890        9626                   6     9
4891        9626                   6     2
4892        9627                   9     6
4893        9627                   7     4
4894        9630                   5     3
4895        9645                   8     5
4896        9654                  10     3
4897        9657                   6     9
4898        9658                   4     8
4899        9660                   4     8
4900        9662                   4     3
4901        9663                   8     2
4902        9663                   8     9
4903        9665                   5     6
4904        9665                  10     1
4905        9666                  10     1
4906        9666                   4     5
4907        9667                   8     2
4908        9668                   7     2
4909        9669                   8     9
4910        9669                  10     1
4911        9671                   9     2
4912        9672                   6     3
4913        9672                   5     5
4914        9673                   8     9
4915        9673                   9     1
4916        9675                   5     7
4917        9675                  10     1
4918        9676                   4     6
4919        9676                   8     7
4920        9677                   5     5
4921        9677                   9     4
4922        9679                   5     8
4923        9689                   7     2
4924        9699                   4     9
4925        9700                   4     7
4926        9701                   5     2
4927        9701                  10     2
4928        9701                   8     6
4929        9707                   5     7
4930        9708                   6     9
4931        9708                   6     7
4932        9710                   4     9
4933        9712                   7     5
4934        9712                   9     2
4935        9714                  11     7
4936        9720                   4     2
4937        9723                   9     9
4938        9724                   5     3
4939        9726                   6     2
4940        9726                  11     8
4941        9726                   9     2
4942        9728                   4     8
4943        9735                   4     2
4944        9736                   4     7
4945        9738                   7     7
4946        9741                  10     3
4947        9741                  10     7
4948        9744                   7     6
4949        9745                   6     9
4950        9748                   7     7
4951        9751                   6     1
4952        9753                   8     8
4953        9763                   7     7
4954        9773                   9     9
4955        9773                  10     3
4956        9773                   8     8
4957        9774                   8     3
4958        9777                   4     9
4959        9779                  10     7
4960        9781                   8     3
4961        9784                  10     6
4962        9790                   6     5
4963        9796                   7     2
4964        9797                  11     3
4965        9797                   7     1
4966        9798                   7     6
4967        9798                   8     9
4968        9814                   4     4
4969        9815                   6     4
4970        9816                  10     6
4971        9818                   7     8
4972        9819                   7     2
4973        9820                   4     6
4974        9820                   7     5
4975        9822                   9     3
4976        9824                   4     5
4977        9825                   9     5
4978        9825                   9     3
4979        9827                  10     5
4980        9828                   9     8
4981        9828                   9     2
4982        9828                   7     5
4983        9831                   4     7
4984        9833                   8     2
4985        9833                   6     7
4986        9833                  10     7
4987        9838                   8     6
4988        9839                   6     2
4989        9840                  10     5
4990        9846                   4     8
4991        9847                  11     7
4992        9850                   8     9
4993        9851                  11     9
4994        9852                  11     3
4995        9852                   9     9
4996        9856                   4     2
4997        9859                   4     8
4998        9862                  10     1
4999        9864                  11     8
5000        9867                   5     9
5001        9867                  11     1
5002        9868                  10     1
5003        9872                   7     1
5004        9872                   4     5
5005        9876                   8     5
5006        9881                   9     3
5007        9883                   5     2
5008        9883                   7     4
5009        9883                   9     1
5010        9884                   9     8
5011        9885                   9     7
5012        9887                   7     7
5013        9888                   7     4
5014        9890                   6     4
5015        9892                   7     9
5016        9896                   6     5
5017        9896                   7     3
5018        9897                   5     7
5019        9898                   6     5
5020        9898                  11     9
5021        9899                   5     8
5022        9902                   8     2
5023        9902                   7     4
5024        9906                  11     4
5025        9912                   8     2
5026        9913                  10     5
5027        9914                   4     9
5028        9915                   6     7
5029        9922                   8     8
5030        9923                  10     9
5031        9923                  10     5
5032        9926                  10     3
5033        9926                  11     9
5034        9926                  11     8
5035        9929                   7     8
5036        9929                  11     9
5037        9930                  10     4
5038        9932                   8     7
5039        9933                   8     4
5040        9934                   8     1
5041        9934                   9     7
5042        9938                   4     1
5043        9940                   7     6
5044        9945                   4     9
5045        9945                   4     9
5046        9946                   6     5
5047        9946                   6     4
5048        9950                   6     2
5049        9951                   9     7
5050        9952                  11     1
5051        9955                   4     2
5052        9959                  11     6
5053        9965                   6     9
5054        9966                  11     7
5055        9967                   8     9
5056        9969                   9     4
5057        9969                  11     4
5058        9970                  11     2
5059        9977                   8     4
5060        9977                   8     7
5061        9980                   8     6
5062        9981                   8     1
5063        9986                   5     9
5064        9987                   8     3
5065        9988                   8     3
5066        9992                   9     4
5067        9992                  10     7
5068        9993                   8     6
5069        9995                  11     8
5070        9998                  11     1
5071       10001                   8     3
5072       10002                  11     9
5073       10002                   4     5
5074       10003                  11     1
5075       10005                   5     1
5076       10006                   9     3
5077       10007                   9     2
5078       10013                  11     2
5079       10013                   9     9
5080       10014                  10     2
5081       10022                   4     1
5082       10023                   6     8
5083       10023                   5     1
5084       10028                   7     9
5085       10029                   5     2
5086       10030                   6     4
5087       10031                  11     4
5088       10034                   6     9
5089       10036                  10     7
5090       10038                   4     1
5091       10040                   8     6
5092       10042                   9     2
5093       10043                  10     1
5094       10048                   4     6
5095       10054                   5     5
5096       10061                   8     6
5097       10065                   8     8
5098       10067                   9     8
5099       10068                   4     2
5100       10069                   4     7
5101       10075                   6     4
5102       10076                   4     9
5103       10077                   5     9
5104       10082                   9     4
5105       10083                  10     5
5106       10084                   4     2
5107       10084                   5     3
5108       10086                   6     5
5109       10086                   9     6
5110       10089                   9     9
5111       10090                   4     8
5112       10091                   6     8
5113       10092                  10     6
5114       10095                   5     9
5115       10098                   5     2
5116       10100                   9     6
5117       10100                   4     8
5118       10101                   6     6
5119       10102                   4     5
5120       10103                   4     7
5121       10104                  10     3
5122       10105                  11     4
5123       10106                  10     6
5124       10107                   5     1
5125       10112                   8     6
5126       10113                   9     9
5127       10115                   6     6
5128       10115                   7     7
5129       10120                   4     5
5130       10122                   5     2
5131       10124                   7     5
5132       10125                   5     3
5133       10125                   9     1
5134       10130                   6     9
5135       10135                   8     3
5136       10135                   4     8
5137       10136                   8     9
5138       10138                   6     5
5139       10139                   5     4
5140       10140                  11     7
5141       10147                   5     5
5142       10149                   9     3
5143       10152                   7     8
5144       10153                   4     2
5145       10155                  11     3
5146       10160                   6     2
5147       10163                   9     8
5148       10164                   7     6
5149       10164                   4     6
5150       10165                   6     9
5151       10166                   4     8
5152       10169                  11     2
5153       10173                  10     3
5154       10178                   9     8
5155       10179                   4     4
5156       10180                   8     3
5157       10184                  10     6
5158       10185                   8     2
5159       10187                   8     2
5160       10187                   9     4
5161       10188                   5     2
5162       10190                   8     3
5163       10194                  10     1
5164       10194                   5     9
5165       10196                  11     1
5166       10197                   4     3
5167       10200                  11     5
5168       10200                   5     3
5169       10201                   4     7
5170       10201                   5     2
5171       10201                   7     4
5172       10201                  11     2
5173       10203                   7     4
5174       10206                   4     9
5175       10207                   9     7
5176       10208                  11     4
5177       10208                   4     4
5178       10216                   8     9
5179       10217                  10     8
5180       10222                   9     3
5181       10225                   4     4
5182       10226                   5     5
5183       10226                   8     8
5184       10230                   4     9
5185       10233                  10     9
5186       10236                   5     5
5187       10236                   6     1
5188       10239                   5     7
5189       10240                   7     5
5190       10241                  11     4
5191       10242                   8     8
5192       10244                   5     5
5193       10245                  10     5
5194       10246                   5     4
5195       10246                  10     9
5196       10248                   8     4
5197       10252                   7     1
5198       10252                   4     9
5199       10256                   9     3
5200       10257                   8     6
5201       10257                   4     1
5202       10258                  11     2
5203       10259                  10     5
5204       10259                   5     2
5205       10263                   6     4
5206       10265                   7     4
5207       10265                   4     9
5208       10265                   5     8
5209       10268                   7     3
5210       10271                   5     3
5211       10272                   5     1
5212       10276                   5     9
5213       10281                   8     5
5214       10287                   7     7
5215       10287                  10     8
5216       10289                   6     8
5217       10294                   4     9
5218       10295                   7     7
5219       10296                   5     3
5220       10301                  11     7
5221       10301                   9     5
5222       10303                  10     6
5223       10304                   4     9
5224       10304                   7     3
5225       10304                  11     6
5226       10305                   5     7
5227       10305                   8     1
5228       10306                   6     4
5229       10309                   4     4
5230       10310                   4     3
5231       10311                   8     7
5232       10311                   5     1
5233       10313                   6     2
5234       10317                  11     6
5235       10318                   7     8
5236       10321                   6     7
5237       10323                  11     2
5238       10324                   7     7
5239       10325                   6     1
5240       10326                   4     9
5241       10331                  11     3
5242       10333                  10     3
5243       10333                   9     8
5244       10333                  11     3
5245       10333                  10     4
5246       10335                   4     1
5247       10337                  11     1
5248       10339                   5     8
5249       10343                   7     6
5250       10346                  10     2
5251       10347                  10     8
5252       10348                   9     3
5253       10348                   9     8
5254       10349                  11     9
5255       10351                  10     1
5256       10352                   6     3
5257       10354                  11     2
5258       10357                   7     2
5259       10358                   5     6
5260       10359                   4     1
5261       10360                   7     4
5262       10360                   7     4
5263       10360                   5     4
5264       10361                   8     9
5265       10362                   4     2
5266       10363                   8     8
5267       10369                   7     7
5268       10369                   5     5
5269       10370                   5     5
5270       10372                   4     8
5271       10373                   4     8
5272       10375                   8     8
5273       10378                  11     2
5274       10381                   7     8
5275       10382                   7     6
5276       10382                  10     7
5277       10384                   7     5
5278       10384                   4     3
5279       10384                   8     5
5280       10388                   4     1
5281       10389                   5     8
5282       10394                   5     4
5283       10400                   6     6
5284       10402                  11     5
5285       10403                   7     8
5286       10405                   9     9
5287       10408                   8     5
5288       10409                   4     1
5289       10409                  11     7
5290       10412                  10     5
5291       10414                   6     9
5292       10415                   5     3
5293       10417                  10     2
5294       10417                   4     3
5295       10418                  10     8
5296       10419                  10     1
5297       10424                   9     3
5298       10426                   8     2
5299       10426                  10     9
5300       10432                   5     1
5301       10437                  10     5
5302       10437                   5     5
5303       10444                   9     8
5304       10446                   5     2
5305       10454                   7     6
5306       10457                  10     7
5307       10460                   5     1
5308       10462                   9     5
5309       10467                  10     9
5310       10472                   8     8
5311       10474                  11     6
5312       10474                   4     3
5313       10474                   5     2
5314       10483                   5     8
5315       10485                  10     9
5316       10486                   6     2
5317       10487                   7     1
5318       10490                  11     3
5319       10490                   4     5
5320       10490                  11     7
5321       10492                   7     2
5322       10492                   5     9
5323       10493                  11     1
5324       10493                   4     5
5325       10496                   5     8
5326       10497                   7     1
5327       10499                  11     6
5328       10499                   8     9
5329       10499                   5     5
5330       10500                   6     2
5331       10506                   6     3
5332       10506                  10     7
5333       10507                   6     4
5334       10512                  11     8
5335       10513                  10     5
5336       10513                   7     1
5337       10513                   5     3
5338       10518                   6     9
5339       10518                   6     6
5340       10519                   5     8
5341       10523                   5     7
5342       10523                   7     9
5343       10525                  11     1
5344       10528                   8     4
5345       10528                  10     5
5346       10532                   4     7
5347       10534                   8     9
5348       10536                   4     2
5349       10536                  11     6
5350       10537                   4     3
5351       10547                  11     6
5352       10548                   7     7
5353       10549                  11     6
5354       10552                   4     9
5355       10554                  11     3
5356       10555                   9     9
5357       10555                  11     2
5358       10557                   9     3
5359       10558                   5     9
5360       10560                   6     6
5361       10565                  11     6
5362       10566                   4     1
5363       10567                   9     8
5364       10568                   6     7
5365       10569                   7     8
5366       10571                   7     3
5367       10573                  11     5
5368       10573                   8     9
5369       10575                   8     6
5370       10582                   8     6
5371       10586                  10     4
5372       10591                   6     3
5373       10592                   9     3
5374       10594                   8     9
5375       10595                   4     8
5376       10595                   8     4
5377       10597                   8     6
5378       10599                   9     1
5379       10600                  11     5
5380       10601                   6     4
5381       10603                  10     3
5382       10604                  11     5
5383       10605                  11     2
5384       10609                   6     4
5385       10610                   6     8
5386       10611                   9     2
5387       10612                   9     1
5388       10617                   8     3
5389       10619                   6     7
5390       10621                   8     9
5391       10624                  10     9
5392       10624                   8     9
5393       10625                   7     6
5394       10628                  10     1
5395       10628                   4     8
5396       10631                   9     2
5397       10632                   4     5
5398       10633                  10     7
5399       10635                  10     7
5400       10636                   5     8
5401       10637                   8     5
5402       10638                   9     8
5403       10639                   9     3
5404       10644                   8     2
5405       10644                  10     6
5406       10644                   5     5
5407       10646                  11     2
5408       10650                   5     4
5409       10650                  11     7
5410       10652                   9     8
5411       10652                   7     9
5412       10654                   5     8
5413       10656                   6     1
5414       10657                  10     8
5415       10660                   4     9
5416       10662                  10     8
5417       10662                   4     8
5418       10667                  10     5
5419       10674                   9     5
5420       10677                   9     1
5421       10679                   6     2
5422       10686                  10     9
5423       10687                  10     2
5424       10688                   8     4
5425       10691                  11     2
5426       10692                   6     4
5427       10695                   7     9
5428       10695                   9     3
5429       10697                  10     8
5430       10698                   9     8
5431       10702                   8     7
5432       10703                  11     2
5433       10704                  10     6
5434       10704                   9     1
5435       10712                   9     4
5436       10714                  10     7
5437       10715                   5     1
5438       10716                   7     6
5439       10717                   7     1
5440       10718                   4     5
5441       10722                  11     8
5442       10723                  11     5
5443       10726                  10     1
5444       10727                   5     1
5445       10728                   4     7
5446       10732                   9     1
5447       10733                   4     9
5448       10735                   7     4
5449       10736                   4     5
5450       10738                   9     4
5451       10740                   8     6
5452       10742                   5     3
5453       10745                  10     6
5454       10748                   4     3
5455       10750                   7     7
5456       10750                  10     8
5457       10752                   7     4
5458       10758                  10     3
5459       10759                   4     2
5460       10766                  10     5
5461       10767                   7     6
5462       10772                  11     9
5463       10772                   8     4
5464       10775                  10     4
5465       10780                   6     4
5466       10780                   9     5
5467       10784                   4     2
5468       10784                   5     8
5469       10790                   9     3
5470       10791                   5     1
5471       10793                   8     8
5472       10793                  10     3
5473       10793                   8     6
5474       10794                   8     1
5475       10797                  10     1
5476       10799                  10     1
5477       10804                   4     8
5478       10807                   4     8
5479       10807                   9     7
5480       10807                   7     3
5481       10808                   9     9
5482       10810                   9     3
5483       10811                   9     1
5484       10811                  11     5
5485       10814                  11     7
5486       10815                   8     6
5487       10816                   7     2
5488       10816                   8     7
5489       10818                   8     2
5490       10818                   4     7
5491       10821                   9     7
5492       10822                   8     6
5493       10823                  11     5
5494       10823                   5     9
5495       10823                   4     9
5496       10830                  10     3
5497       10833                   4     5
5498       10834                  11     5
5499       10837                   7     3
5500       10841                  10     3
5501       10846                   4     9
5502       10847                   7     6
5503       10848                   8     7
5504       10848                  10     4
5505       10851                   4     2
5506       10852                  11     9
5507       10857                   8     6
5508       10861                  10     1
5509       10862                   7     4
5510       10862                   5     2
5511       10863                   5     9
5512       10863                   7     3
5513       10873                   8     8
5514       10873                   5     2
5515       10876                   4     8
5516       10877                   8     1
5517       10878                   6     2
5518       10883                  10     8
5519       10885                   4     4
5520       10887                   8     8
5521       10888                  10     1
5522       10889                   7     9
5523       10889                  10     3
5524       10892                   4     7
5525       10893                  10     2
5526       10899                   4     6
5527       10899                   4     1
5528       10900                   6     4
5529       10901                   4     3
5530       10902                   9     3
5531       10903                   4     7
5532       10903                   6     6
5533       10903                   5     6
5534       10907                  11     4
5535       10908                   4     3
5536       10908                   7     5
5537       10910                  10     3
5538       10913                   4     4
5539       10915                  10     9
5540       10919                  10     8
5541       10920                  11     7
5542       10925                   6     4
5543       10926                   5     7
5544       10929                   4     7
5545       10929                   7     9
5546       10930                  10     7
5547       10932                   8     6
5548       10933                   6     3
5549       10934                  11     6
5550       10935                   8     2
5551       10935                  11     4
5552       10935                   4     1
5553       10935                  10     1
5554       10939                   7     7
5555       10939                   9     7
5556       10939                   6     8
5557       10940                   4     5
5558       10940                   4     7
5559       10944                   5     9
5560       10949                  10     3
5561       10950                   8     3
5562       10952                   8     8
5563       10952                   8     1
5564       10956                  11     3
5565       10959                   5     2
5566       10959                  11     6
5567       10960                   5     7
5568       10960                   6     2
5569       10963                   5     8
5570       10965                   6     7
5571       10966                   7     3
5572       10967                  11     9
5573       10974                  11     2
5574       10975                   6     6
5575       10975                   4     3
5576       10976                   5     7
5577       10977                   4     3
5578       10979                   8     9
5579       10981                   7     1
5580       10985                   7     7
5581       10987                   7     5
5582       10988                   9     8
5583       10991                   8     5
5584       10992                   4     8
5585       10992                   6     1
5586       10992                   4     9
5587       10994                  10     8
5588       10995                   7     6
5589       11004                  11     6
5590       11004                   6     2
5591       11004                   7     9
5592       11008                   8     8
5593       11009                   8     6
5594       11011                   6     1
5595       11015                   6     3
5596       11019                  11     9
5597       11020                   5     5
